time,joint_1_angle,joint_1_phase,joint_1_phase_sin,joint_2_angle,joint_2_phase,joint_2_phase_sin,joint_3_angle,joint_3_phase,joint_3_phase_sin,joint_4_angle,joint_4_phase,joint_4_phase_sin,joint_5_angle,joint_5_phase,joint_5_phase_sin,joint_6_angle,joint_6_phase,joint_6_phase_sin
0.023,0.014551069066859218,0.2953110238900051,0.29103742438063007,0.027776717236883346,2.3916645724497316,0.6815861360312728,-0.0700785870788811,4.485694077115215,-0.9744145634036107,0.011251221737906889,0.2981502537274029,0.2937525719891242,0.013701930619200204,2.3911987382613704,0.6819269305922668,-0.06470645409812098,4.484885112583663,-0.9742324231532504
0.024,0.015871644432462688,0.3078775946431019,0.3030367130066482,0.028710293415988953,2.404371949622571,0.6722328872726164,-0.07352478317087138,4.498375433012586,-0.9771863759616837,0.012281310282430328,0.31091958958825255,0.30593426336977614,0.014171798986931005,2.4038726347543187,0.6726024661029522,-0.06791357135086772,4.497508457344801,-0.9770018773359387
0.025,0.017280253142933546,0.32044419000318586,0.31498817045289546,0.029662066570446257,2.4170860388904276,0.6627660633527859,-0.07710911415279693,4.511062314048308,-0.9798021475255076,0.013381789642407214,0.3236983224191162,0.31807497998756035,0.014652205391676928,2.4165516679829033,0.6631661198094331,-0.07125315719658082,4.51013459737013,-0.9796162109886649
0.026000000000000002,0.018781498096786975,0.33301081254919185,0.3268899115287907,0.030631201997880123,2.4298071421653766,0.6531867950560971,-0.08083366222100097,4.523754976179062,-0.9822612993107452,0.014556632103132244,0.33648683625125864,0.3301729894389779,0.015142941103993179,2.429236073626287,0.6536190998009221,-0.07472784652259985,4.522763669804295,-0.982074929612513
0.027,0.020380108388537176,0.3455774651027161,0.33874005906195553,0.031616714405484754,2.442535572324559,0.6434962169314485,-0.0847000494691352,4.536453685765796,-0.9845632658169264,0.0158099714009329,0.34928552342511004,0.34222656019345304,0.015643746098742528,2.4419260968198033,0.6439626199795667,-0.0783399314051773,4.535395818449875,-0.9843775574141074
0.028,0.022080925405689362,0.35814415074760264,0.35053674420443365,0.032617453835623963,2.4552716532127072,0.6336954670516782,-0.08870936055820693,4.5491587197729775,-0.9867074942947385,0.017146100832291993,0.3620947836514431,0.354233960296684,0.016154304208806106,2.454621992338446,0.6341978996427677,-0.08209129530253206,4.5480311940721325,-0.986523637015846
0.029,0.023888885413594466,0.3707108728505872,0.36227810673758765,0.033632090692399114,2.468015719574594,0.6237856868515095,-0.09286205920961593,4.5618703659340065,-0.988693444194132,0.018569469663297637,0.37491502288171275,0.36619345590744107,0.01667423791558063,2.467324024752499,0.6243261630980614,-0.08598334096130099,4.560669954713963,-0.9885127291433944
0.03,0.025808998167232238,0.383277635082963,0.3739622953755073,0.03465909988168088,2.4807681169060283,0.6137680210573576,-0.09715789893111548,4.574588922875494,-0.9905205865957554,0.020084677541601693,0.38774665196960584,0.3781033096609363,0.01720310275540686,2.480032468549408,0.6143486393175733,-0.09001691209445431,4.573312266020655,-0.9903444122897466
0.031,0.027846321062964214,0.3958444414432167,0.3855874680667452,0.035696744097333165,2.4935292012108814,0.6036436177236373,-0.10159582866119009,4.587314700192157,-0.992188403628889,0.021696466578149266,0.40059008510632294,0.3899617788538695,0.017740381321139035,2.4927476082152427,0.6042665616399332,-0.09419220907827003,4.58595830157389,-0.9920182823551957
0.032,0.030005928324717084,0.40841129628056,0.3971517922941766,0.036743056311597584,2.506299338650507,0.5934136283915848,-0.10617389434675195,4.600048018463075,-0.993696387879823,0.023409710729703357,0.41344573801322937,0.40176711344889704,0.018285476838490345,2.5054697382682667,0.5940811675284852,-0.09850869915248818,4.598608243234195,-0.9935339522626203
0.033,0.03229287471118571,0.42097820431926386,0.4086534453727617,0.03779582155862569,2.5190789050708204,0.5830792083879732,-0.11088913785308259,4.612789209198929,-0.9950440417954983,0.025229402076442874,0.4263140258774061,0.41351755389966394,0.018837706297670828,2.5181991632362855,0.5837936983956437,-0.10296502189542693,4.611262281490823,-0.9948910515475675
0.034,0.03471215323743133,0.43354517068367887,0.42009061474497145,0.038852558137738906,2.531868285391279,0.572641517282401,-0.11573749504099544,4.62553861470874,-0.9962308770882398,0.027160633552796208,0.43919536101845874,0.4252113288017701,0.019396293122285288,2.5309361975685025,0.5734053995043159,-0.10755889108710272,4.623920615817721,-0.9960892259227268
0.035,0.037268646430357384,0.4461122009238066,0.4314614982736223,0.0399104984079493,2.5446678728391237,0.5621017195230132,-0.12071369532712252,4.638296587873415,-0.9972564141485283,0.029208577655717768,0.4520901502788566,0.4368466523801844,0.019960359359615716,2.5436811654716576,0.562917519958444,-0.11228699446815082,4.636583455033927,-0.9971281368165209
0.036000000000000004,0.03996707068834013,0.45867930104126686,0.44276430453185467,0.040966569398317165,2.5574780680115445,0.5514609852715051,-0.12581116555606708,4.651063491812243,-0.9981201814740356,0.031378460624822524,0.4649987921352122,0.4484217218297117,0.020528917379432743,2.556434400659242,0.5523313127958666,-0.1171448933468436,4.649251017666278,-0.9980074608857211
0.037,0.04281191339677203,0.4712464775154922,0.45399725308998384,0.042017373520453205,2.5702992777480325,0.5407204914589443,-0.13102194153788246,4.66383969942729,-0.9988217151245342,0.033675531565718314,0.4779216735344055,0.45993471453217627,0.02110086107255074,2.56919624600159,0.5416480351978743,-0.12212692449215319,4.6619235323119055,-0.9987268895022104
0.038,0.045807362569912344,0.48381373732997107,0.4651585747989508,0.043059169740278735,2.583131913795159,0.5298814230842552,-0.136336591112797,4.676625592809578,-0.999360558213832,0.036105025974696316,0.4908591664663697,0.47138378518194485,0.021674956545674574,2.581967053063677,0.5308689488309822,-0.12722610726290015,4.674601237997376,-0.9992861282142953
0.039,0.048957228951892695,0.49638108799835956,0.47624651207011043,0.04408785564608153,2.595976391246496,0.5189449747769743,-0.14174415306046406,4.689421562489925,-0.9997362604515306,0.03867212312353342,0.5038116242947278,0.48276706286017435,0.02224983231592897,2.5947471815165586,0.5199953203375255,-0.1324340594395634,4.687284384530747,-0.9996848961832983
0.04,0.052264860722424096,0.5089485375902896,0.48725931915111104,0.04509895093851407,2.6088331267414957,0.5079123526449806,-0.14723209652784378,4.702228006516564,-0.9999483777491746,0.041381896782138154,0.5167793778772152,0.4940826481075107,0.02282396901709369,2.607536998407572,0.5090284219926662,-0.1377409257160714,4.699973232842078,-0.9999229255965767
0.041,0.05573305122128867,0.5215160947567195,0.49819526239764655,0.04608758296438341,2.6217025364090123,0.49678477642616975,-0.15278630585528152,4.715045329341145,-0.9999964719071853,0.044239258799496105,0.5297627315197879,0.5053286100545942,0.023395688640302198,2.6203368772737967,0.4979695325461994,-0.14313532323495787,4.7126680553071045,-0.9999999610585941
0.042,0.059363940434027235,0.5340837687547059,0.5090526205409032,0.047048475017925875,2.634585033543935,0.48556348196028476,-0.1583910956767444,4.727873940494616,-0.9998801104008596,0.04724889513590011,0.5427619588211924,0.516502983679221,0.02396314334514639,2.633147197082848,0.4868199382681058,-0.14860430886349463,4.725369136047896,-0.9999157589622648
0.043000000000000003,0.06315891137065585,0.5466515694715177,0.5198296849505666,0.047975938237713144,2.647481026009256,0.4742497239931708,-0.1640292608991368,4.740714253034839,-0.9995988662855593,0.050415194048411355,0.5557772984780982,0.5276037672678351,0.024524303893142106,2.645968340984998,0.4755809342169945,-0.15413337305688327,4.738076771203284,-0.9996700868434747
0.044,0.06711848291720815,0.5592195074480719,0.5305247598933183,0.048863868030051306,2.6603909133609505,0.46284477932041135,-0.16968216557401553,4.753566681748822,-0.9991523182429891,0.053742166283855274,0.5688089501340805,0.5386289201665588,0.025076947774755463,2.6588006948609295,0.4642538257503438,-0.15970646507956637,4.750791269160752,-0.9992627227224934
0.045,0.07124220123865076,0.571787593901736,0.541136162786805,0.049705746044832536,2.6733150836994413,0.45134995027046565,-0.17532987372247402,4.766431641094217,-0.9985400507920335,0.05723335733632362,0.581857070367988,0.5495763609124658,0.02561864712408735,2.671644645650266,0.4528399302946186,-0.16530605400028534,4.763512950740272,-0.9986934544369274
0.046,0.07552853234691051,0.584355840748615,0.5516622244491353,0.050494648809694474,2.686253910259207,0.4397665685189547,-0.18095132384140764,4.779309542867445,-0.9977616546889004,0.06089175208546589,0.5949217689276638,0.5604439658385075,0.026146756542285442,2.6845005794475045,0.4413405793917936,-0.17091322919084742,4.776242149319307,-0.9979620789719357
0.047,0.079974758997176,0.5969242606255132,0.5621012893440076,0.05122326418364928,2.69920774775733,0.4280959992155571,-0.18652454711784325,4.792200793589609,-0.9968167275421662,0.06471967245280208,0.6080031053225847,0.5712295682446465,0.026658400982204705,2.697368879354232,0.429757121036409,-0.17650784300777383,4.788979210886876,-0.9970684017946486
0.048,0.08457688560829633,0.6094928669118221,0.5724517158216277,0.05188391681093452,2.7121769285323847,0.41633964539312524,-0.19202692735625043,4.805105791606373,-0.9957048746685533,0.0687186690985878,0.6211010858927246,0.581930958222633,0.027150463883122547,2.7102499230796737,0.4180909223138234,-0.18206869690872624,4.801724494013231,-0.9960122362010864
0.049,0.08932955537891127,0.6220616737516333,0.58271187635559,0.052468603727083805,2.7251617585168697,0.404498952615238,-0.1974354983730247,4.8180249239043365,-0.9944257102147578,0.07288940863066717,0.6342156614698643,0.5925458832119727,0.027619575785706243,2.7231440802858344,0.40634337234570717,-0.18757377047258078,4.814478369720363,-0.9947934026853786
0.05,0.09422598414141702,0.6346306960763844,0.5928801577758994,0.05296904117851775,2.7381625130991463,0.3925754138037495,-0.20272727226676565,4.830958562654281,-0.9929788585691618,0.07723155830372369,0.647346725740859,0.603072049349695,0.028062103704060613,2.7360517096788772,0.3945158855428425,-0.19300049071297562,4.827241221237315,-0.9934117283427176
0.051000000000000004,0.0992579157060601,0.6471999496283196,0.6029549614982677,0.05337672355061217,2.751179432944044,0.3805705741724252,-0.20787958970387516,4.843907061500895,-0.9913639560846359,0.0817436707406135,0.6604941144095178,0.6135071236565931,0.028474141583488606,2.7489731558550172,0.3826099051578763,-0.19832603680258853,4.840013443623131,-0.9918670463192155
0.052000000000000005,0.10441560343953757,0.6597694509849605,0.6129347037497332,0.053682995044641926,2.7642127198544153,0.3684860361770972,-0.21287048136244116,4.8568707516292875,-0.989580653129691,0.08642307178763102,0.6736576052346298,0.6238487370781653,0.02885150222923325,2.7619087459171827,0.3706269071217068,-0.20352767300336552,4.852795443239353,-0.9901591953236647
0.053,0.10968782254102433,0.6723392175846384,0.6228178157905317,0.05387913439145082,2.7772625327681495,0.35632346437772544,-0.21767902815524898,4.869849937650543,-0.9876286164797993,0.09126575519439102,0.6868369189966588,0.6340944883704311,0.0291897111522253,2.7748587858879366,0.35856840413670926,-0.20858310040462813,4.8655876370533,-0.9882880192180573
0.054,0.11506191687737936,0.6849092677529254,0.6326027441319728,0.05395645243418684,2.790328983995642,0.34408459009432,-0.22228570698907268,4.882844893361471,-0.9855075320536824,0.09626628834880387,0.7000317214156083,0.6442419487904631,0.029484002841541096,2.7878235569546437,0.34643594998804195,-0.21347081620465314,4.878390451753094,-0.9862533667055746
0.055,0.12052388328952816,0.6974796207295254,0.6422879507498758,0.05390640185603881,2.8034121358104227,0.3317712157279551,-0.22667270875269094,4.8958558574471684,-0.9832171079907204,0.1014177337513143,0.7132416260089909,0.6542886675205766,0.02972932003809269,2.8008033115943345,0.33423114402109544,-0.2181704679298609,4.8912043226554935,-0.9840550911365334
